fiscal_year,fund,category,code,tax,July,August,September,October,November,December,January,February,March,April,May,June,
2002,Highway Fund,Special Fuel Tax,0312,Use Fuel,-69535.71,-554258.68,-192605.41,-113734.05,-480407.70,-185681.64,-135302.34,-411878.21,-282111.74,-59107.93,-550077.78,-198065.91,
2002,Highway Fund,Special Fuel Tax,0325,Off-H Ref,-174932.32,-210245.74,-74618.56,-261606.48,-169479.43,-228684.71,-309471.84,-503855.77,-280290.37,-177905.71,-235318.77,-138251.47,
2002,Highway Fund,Special Fuel Tax,0326,Spec Int,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2002,Highway Fund,Gasoline Tax,0321,Gas Tax,13002167.39,1157074.75,14577577.08,12998013.76,12852592.30,10318252.52,12866848.19,11748733.56,10471497.73,10208479.49,12631815.07,26774047.23,
2002,Highway Fund,Gasoline Tax,0322,Gas Tx Ref,-71314.84,-64936.42,-51082.27,-46956.46,-18678.56,-115521.88,-64012.99,-95160.40,-78598.77,-85863.50,-66424.42,-40128.31,
2002,Highway Fund,Gasoline Tax,0333,Shrinkage,-64967.09,-101584.84,-75383.38,-65739.50,0.00,-387.26,-11319.20,-137218.98,-121421.90,-62326.71,-7171.28,0.00,
2002,Highway Fund,Other Tax,0324,Carrier,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2002,Highway Fund,Other Tax,0332,Refunds,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2002,Highway Fund,Other Tax,0623,Use Tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45838.32,-45838.32,0.00,0.00,
2002,Other Special Revenue,Property Tax,0106,Re Est Tx ,16369575.27,453383.18,-842485.66,978799.39,-451391.66,-799.39,16480.24,17363.44,62885.07,88358.05,96214.83,75007.24,
2002,Other Special Revenue,Property Tax,0161,Int Real Est.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1800.22,
2002,Other Special Revenue,Property Tax,0170,Re Est Tr,830366.95,-61967.08,911349.94,795733.28,963941.20,710356.51,735771.95,592077.39,537919.96,601899.70,775607.08,1815440.25,
2002,Other Special Revenue,Property Tax,0181,Per Prop,194424.59,-85973.83,0.00,0.00,0.00,0.00,0.00,0.00,-141.40,0.00,141.40,-35236.61,
2002,Other Special Revenue,Property Tax,0182,Auto Ex,84839.27,84325.51,75536.52,83106.44,70440.07,75872.96,56575.17,57135.36,53822.73,74679.14,93752.67,101837.09,
2002,Other Special Revenue,Property Tax,0183,Boat Ex,4793.36,2036.10,625.40,532.90,18.00,50.00,2.00,392.30,932.70,1203.10,3730.30,5428.93,
2002,Other Special Revenue,Other Tax,0321,Gas Tax,369872.13,271840.75,519357.60,339727.00,191412.29,237902.99,281851.31,453255.58,368904.81,36222.90,115697.51,87319.52,
2002,Other Special Revenue,Other Tax,0401,1040 Payments,200952.70,1502323.28,0.00,652311.54,0.00,0.00,476908.22,0.00,0.00,413048.61,0.00,-270228.51,
2002,Other Special Revenue,Other Tax,0402,1040 Withhold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2002,Other Special Revenue,Other Tax,0415,Corp Inc,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2002,Other Special Revenue,Other Tax,0621,Sale Tx,-22.68,3.18,3.52,-8.07,6.39,4.08,-12.80,4.61,3.78,7.98,2.02,6.61,
2002,Other Special Revenue,Other Tax,0623,Use Tax,0.00,0.00,13305.47,-13305.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2002,Other Special Revenue,Other Tax,0624,Sales Tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2002,Other Special Revenue,Other Tax,0801,Rail Fr GF,0.00,150000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2002,Other Special Revenue,Other Tax,0906,Fir Inv Tx,101969.57,223840.02,203867.83,168610.48,287203.03,176500.42,247406.64,426581.76,568630.76,251119.75,244717.30,355871.42,
2002,Other Special Revenue,Other Tax,1419,Blueberry,0.00,0.00,0.00,439807.03,907351.12,44020.84,102.28,0.00,0.00,0.00,0.00,0.00,
2002,Other Special Revenue,Other Tax,1901,Potato Tx,65077.72,36848.51,5052.38,50603.50,79281.39,39003.91,69117.48,63026.36,66196.28,70177.99,98109.17,81526.63,
2002,Other Special Revenue,Other Tax,1903,Mahog Quah ,10821.60,5178.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2002,Other Special Revenue,Other Tax,2654,Recycle ,102353.78,118774.23,120374.40,118630.01,122566.98,86658.52,209958.43,67665.76,80749.90,54173.18,143326.32,115314.90,
2002,Other Special Revenue,Other Tax,2702,Ind Inc Trans,3583778.72,1708694.11,5278294.05,4295674.80,4684545.33,4802888.88,7086063.77,1624944.70,1119205.91,9610414.96,3161655.88,7605413.21,
2002,Other Special Revenue,Other Tax,2703,Corp Inc Trans,108743.06,43230.81,735241.39,134760.37,-77007.34,970724.59,-8217.56,-124295.41,596409.48,696908.40,41218.84,827954.60,
2002,Other Special Revenue,Other Tax,2704,Sales Tx Trnas,3686304.92,238204.07,4194881.41,3701694.28,3779045.14,3328358.63,4001487.82,2707218.30,2819739.12,3154348.27,3163795.54,7867760.79,
2002,Other Special Revenue,Other Tax,2710,Clean Elect,0.00,0.00,0.00,0.00,0.00,0.00,2000000.00,0.00,0.00,0.00,0.00,248226.00,
2003,General Fund,Property Tax,0170,Rel Est Tra,961806.95,231683.75,1031603.46,765332.88,1357149.55,922721.60,876430.10,711233.73,621242.12,635208.90,737853.89,1918400.71,
2003,General Fund,Property Tax,0175,Comm For ex ,-2194.46,-2916.67,3413.14,2617.50,-1343.05,392.17,383.64,383.75,3200807.69,4095136.65,-4111412.62,-12543.56,
2003,General Fund,Estate Tax,0212,Estate TX,1278342.35,-2507191.07,3700895.41,1095498.13,1471816.15,4506169.13,4425080.97,1717198.28,876223.28,4636276.40,2796101.91,6528861.07,
2003,General Fund,Estate Tax,0221,Inherit Tx,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4952.23,0.00,0.00,
2003,General Fund,Estate Tax,0241,Int-Pen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2003,General Fund,Motor Fuel Tax,0321,Gas Tax,7326.20,5532.43,6960.09,6799.13,6682.92,6426.05,5855.29,6224.24,5876.96,7487.09,5784.94,6638.16,
2003,General Fund,Motor Fuel Tax,0322,Gas refunds,0.00,0.00,0.00,0.00,0.00,0.00,-116.27,116.27,0.00,0.00,0.00,0.00,
2003,General Fund,Motor Fuel Tax,0331,Aero. Gas,88423.92,36003.34,111303.81,79052.71,122676.77,45998.08,110497.36,32008.85,0.00,123318.25,105127.54,77113.16,
2003,General Fund,Motor Fuel Tax,0332,Refunds,-24339.79,-3515.97,-688.02,-109.68,-9059.75,-22005.71,-7012.91,-4547.89,-25104.23,-6070.35,-7096.50,-53580.78,
2003,General Fund,Individual Income Tax,0401,Payments,2091035.22,1016138.11,4059408.74,5484717.67,2405133.99,2603940.61,1753407.80,5424559.09,10307079.83,104447967.50,7377486.20,8450225.98,
2003,General Fund,Individual Income Tax,0402,Withhold,73854148.93,35265928.11,63330088.54,85620242.61,84603036.71,75712199.18,93259366.68,84995643.09,67724336.77,73093055.40,88514559.46,120299760.70,
2003,General Fund,Individual Income Tax,0403,Estimate,3108356.00,2271393.02,42322826.40,5443533.15,1872834.03,29308426.19,47966653.26,1337387.94,2436668.05,24267754.64,1975502.93,33750608.93,
2003,General Fund,Individual Income Tax,0404,Fiduciary,-108107.25,-114959.01,1099378.05,305640.94,-269629.02,386590.82,1206317.05,-998279.02,115201.43,2000984.37,189062.29,642145.94,
2003,General Fund,Individual Income Tax,0408,Refunds,-9218744.02,-3779180.74,-2632145.23,-2531604.88,-3091355.99,-5319477.25,-8066307.26,-67204147.12,-49640283.37,-46990533.41,-24855956.04,-7178329.04,
2003,General Fund,Corporate Income Tax,0415,Payments,4742725.10,1862012.96,16298139.12,6271046.47,3200644.85,20822479.54,2830993.96,1291650.63,13594565.44,16279543.12,4985630.01,22524816.86,
2003,General Fund,Corporate Income Tax,0418,Refunds,-811913.21,-313062.54,-1205258.62,-3607238.69,-3013129.39,-4864736.53,-1682305.22,-853056.01,-1436897.62,-1355790.96,-1840312.90,-2532153.32,
2003,General Fund,Cigarette & Tobacco Tax,0511,Cig Tx,8254499.61,10108249.40,6581980.31,9868114.71,7226036.35,7714475.12,6748544.53,7397950.83,7282747.54,7345918.11,9439088.98,6430337.64,
2003,General Fund,Cigarette & Tobacco Tax,0512,Tob Tx,309027.06,20879.68,339147.37,436424.57,310698.20,314319.91,256280.47,371824.92,285790.13,218232.21,459583.75,694318.32,
2003,General Fund,Sales & Use Tax,0621,Sales Tx,76574514.06,-6196167.05,79639776.53,73957405.89,64018195.67,59200077.84,75567693.58,51213309.38,48674791.39,58637841.19,57963570.23,150878364.87,
2003,General Fund,Sales & Use Tax,0623,Use Tax,6614993.06,6375543.22,5974054.33,5798497.48,5678207.32,4147885.29,7511922.99,4274571.88,4872039.13,5745054.75,5992043.56,7627202.82,
2003,General Fund,Sales & Use Tax,0625,Spec Tx Ref,55603.58,32489.32,18344.88,79136.51,45070.99,8104.66,6545.24,0.00,0.00,0.00,370421.99,17255.72,
2003,General Fund,Sales & Use Tax,0631,Sale Abat,-436269.75,-317909.49,-527946.84,-339931.93,-57643.92,-497556.69,-361083.22,-134116.98,-63057.30,-154642.13,-272933.13,-406630.90,
2003,General Fund,Sales & Use Tax,0633,Use Abat,-31404.27,-52038.76,-23937.66,-16603.58,-11660.93,-10988.91,-27790.31,-12476.65,-14508.54,-9190.08,-90053.17,-17185.97,
2003,General Fund,Business & Special Industry Tax,0801,Rail Tx,-150000.00,0.00,-50735.34,50735.34,0.00,0.00,0.00,0.00,0.00,190494.57,0.00,125492.22,
2003,General Fund,Business & Special Industry Tax,0822,Tele Prop ,0.00,-1.18,-1066341.58,1073791.83,0.00,0.00,139.73,14380.99,0.00,0.00,29097186.14,0.00,
2003,General Fund,Business & Special Industry Tax,0901,Insur Prem ,1777485.77,507509.51,283087.02,4424470.11,4130798.40,127398.84,221420.91,1068389.49,17954673.10,9869244.65,9531516.07,19465345.16,
2003,General Fund,Business & Special Industry Tax,0903,Unauth Ins,21715.69,8185.70,279.45,100316.71,72969.40,104.49,5608.15,86463.41,423025.64,223730.71,319021.46,420963.16,
2003,General Fund,Business & Special Industry Tax,1415,Tob Prod Li,100.00,50.00,25.00,0.00,-107.23,0.00,0.00,0.00,-173.48,-876.28,0.00,0.00,
2003,General Fund,Business & Special Industry Tax,1416,Cig Dist Li,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2003,General Fund,Business & Special Industry Tax,1903,Mahog Qua,0.00,10326.00,12493.20,5872.20,9301.23,5002.20,2422.61,3317.86,6234.00,5518.30,7556.50,7584.39,
2003,General Fund,Business & Special Industry Tax,1913,Hospital tax,20090.00,0.00,20090.00,20090.00,20090.00,20090.00,20090.00,646384.62,2805680.05,20090.00,190089.20,12942.00,
2003,General Fund,Income & Sales Tax Transfers to Municipal Revenue Sharing,2702,Ind Inc Trans,-3556061.13,-1767625.29,-5517157.38,-4810449.00,-4361521.00,-5237275.66,-6942091.31,-1201313.36,-1578093.14,-7997780.65,-3733233.40,-7954185.04,
2003,General Fund,Income & Sales Tax Transfers to Municipal Revenue Sharing,2703,Corp Inc Trans,-200471.41,-78996.47,-769736.91,-135854.20,-9563.29,-813844.89,-58583.13,-22368.33,-620041.06,-761111.36,-160411.17,-1019625.84,
2003,General Fund,Income & Sales Tax Transfers to Municipal Revenue Sharing,2704,Sales Tx Trans,-4221649.27,8062.22,-4339094.85,-4053403.72,-3553280.63,-3205223.63,-4217561.70,-2822405.67,-2726932.50,-3275172.25,-3262115.52,-8063049.33,
2003,General Fund,Income & Sales Tax Transfers to Municipal Revenue Sharing,2710,Clean Rlect,0.00,0.00,0.00,0.00,0.00,0.00,-2000000.00,0.00,0.00,0.00,0.00,-302904.00,
2003,Highway Fund,Special Fuel Tax,0311,Spec Fu ,3895715.03,-2270595.98,3967337.16,3889863.69,3351474.82,4387424.72,3241395.13,3176462.51,4075173.57,3132359.58,3126699.27,9005539.86,
2003,Highway Fund,Special Fuel Tax,0312,Use Fuel,-364079.60,-571835.31,-315493.95,-67109.82,-605544.65,-124134.47,-81340.85,-729758.77,-64425.95,-109684.64,-757844.56,-84566.89,
2003,Highway Fund,Special Fuel Tax,0325,Off-H Ref,-207981.23,-196248.69,-84707.09,-378954.76,-232755.74,-66872.70,-21071.23,-56091.39,-57298.10,-547643.17,-788506.68,-63523.87,
2003,Highway Fund,Special Fuel Tax,0326,Spec Int,428.96,0.00,0.00,808.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2003,Highway Fund,Gasoline Tax,0321,Gas Tax,12810873.80,1448967.39,15658196.77,12788446.55,12691008.64,12114160.53,12214693.22,12150796.96,11674304.93,11804114.30,11382136.17,26583736.70,
2003,Highway Fund,Gasoline Tax,0322,Gas Tx Ref,-37792.31,-78074.48,-21985.19,-51563.94,-37416.92,-83876.63,-44090.74,-790169.14,-173430.24,288393.70,-56767.87,-72804.62,
2003,Highway Fund,Gasoline Tax,0333,Shrinkage,0.00,-76265.55,-126319.17,-102908.04,-633.60,0.00,4942.81,-130376.20,-131923.04,-97677.42,-1434.95,-867.31,
2003,Highway Fund,Other Tax,0324,Carrier,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2003,Highway Fund,Other Tax,0332,Refunds,-2563.15,2563.15,0.00,-1.76,-8985.71,8987.47,0.00,0.00,0.00,0.00,0.00,0.00,
2003,Highway Fund,Other Tax,0623,Use Tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2003,Other Special Revenue,Property Tax,0106,Re Est Tx ,16045658.60,4252961.11,-6191657.44,1968101.74,36274.14,100472.10,-17733.93,-12485.60,51423.87,284308.41,-52831.52,22663.01,
2003,Other Special Revenue,Property Tax,0161,Int Real Est.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2452.72,
2003,Other Special Revenue,Property Tax,0170,Re Est Tr,961677.11,231683.71,1031977.41,765332.85,1356702.91,922719.37,869024.95,711233.69,620868.09,635208.85,733592.46,1918139.03,
2003,Other Special Revenue,Property Tax,0181,Per Prop,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65039.24,-83283.02,0.00,
2003,Other Special Revenue,Property Tax,0182,Auto Ex,89630.18,47685.87,87938.81,70665.37,78025.99,70325.69,66177.13,60348.45,56537.34,67257.29,100786.57,110541.07,
2003,Other Special Revenue,Property Tax,0183,Boat Ex,4727.92,36247.26,1695.00,272.80,162.40,67.00,21.00,310.00,494.44,1134.10,3080.89,7108.70,
2003,Other Special Revenue,Other Tax,0321,Gas Tax,386700.50,293407.95,370972.57,362102.48,354188.93,341267.38,309220.88,259497.93,78163.52,99578.27,76939.70,88287.50,
2003,Other Special Revenue,Other Tax,0401,1040 Payments,1794039.19,0.00,0.00,563473.51,0.00,0.00,642785.12,0.00,0.00,411064.95,0.00,-286897.56,
2003,Other Special Revenue,Other Tax,0402,1040 Withhold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2003,Other Special Revenue,Other Tax,0415,Corp Inc,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2003,Other Special Revenue,Other Tax,0621,Sale Tx,-14.45,8.94,0.15,4.09,1.92,8335.28,4.16,2.82,1.81,1.10,5.80,3.11,
2003,Other Special Revenue,Other Tax,0623,Use Tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2003,Other Special Revenue,Other Tax,0670,Nurse Tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16936215.00,3196097.62,1916156.60,
2003,Other Special Revenue,Other Tax,0671,Rs Treat,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1554240.31,10854.00,
2003,Other Special Revenue,Other Tax,0801,Rail Fr GF,150000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2003,Other Special Revenue,Other Tax,0906,Fir Inv Tx,230317.53,286670.36,221878.23,396456.45,289811.63,341194.17,183849.15,358921.02,1081463.54,306128.48,767230.00,427125.70,
2003,Other Special Revenue,Other Tax,1419,Blueberry,0.00,0.00,0.00,0.00,954301.73,0.00,10044.91,85.93,0.00,61756.10,5213.92,0.00,
2003,Other Special Revenue,Other Tax,1901,Potato Tx,60332.47,32297.64,2138.02,57486.49,80593.42,46646.14,60055.11,29029.20,91672.12,51593.74,78664.61,92673.11,
2003,Other Special Revenue,Other Tax,1903,Mahog Quah ,12094.80,3905.20,0.00,3132.90,-3132.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2003,Other Special Revenue,Other Tax,2654,Recycle ,100478.36,132500.29,112189.57,121261.89,140810.50,144691.47,128846.52,46766.70,111018.55,81607.56,107231.15,113019.32,
2003,Other Special Revenue,Other Tax,2702,Ind Inc Trans,3556061.13,1767625.29,5517157.38,4810449.00,4361521.00,5237275.66,6942091.31,1201313.36,1578093.14,7997780.65,3733233.40,7954185.04,
2003,Other Special Revenue,Other Tax,2703,Corp Inc Tran,200471.41,78996.47,769736.91,135854.20,9563.29,813844.89,58583.13,22368.33,620041.06,761111.36,160411.17,1019625.84,
2003,Other Special Revenue,Other Tax,2704,Sales Tx Tr,4221649.27,-8062.22,4339094.85,4053403.72,3553280.63,3205223.63,4217561.70,2822405.67,2726932.50,3275172.25,3262115.52,8063049.33,
2003,Other Special Revenue,Other Tax,2710,Clean Elect,0.00,0.00,0.00,0.00,0.00,0.00,2000000.00,0.00,0.00,0.00,0.00,302904.00,
2004,General Fund,Property Tax,0170,Rel Est Tra,2273811.57,1441013.80,2348865.09,2570943.23,3660887.97,2390090.60,1523579.29,949360.46,707621.11,925862.38,1026900.42,2377285.32,
2004,General Fund,Property Tax,0175,Comm For ex ,-26236.37,-1386.29,879.56,284.70,632.60,2362.25,-485.76,17893.75,2919361.93,27356.26,-27778.59,-5544.09,
2004,General Fund,Estate Tax,0212,Estate TX,2614393.89,-3373582.58,1759205.01,3498333.19,1639011.71,4389546.74,1565375.06,1996798.66,2639104.51,1435225.03,3773921.22,10133417.96,
2004,General Fund,Estate Tax,0221,Inherit Tx,4429.21,0.00,0.00,0.00,0.00,273.55,0.00,0.00,0.00,0.00,48.00,0.00,
2004,General Fund,Estate Tax,0241,Int-Pen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2004,General Fund,Motor Fuel Tax,0321,Gas Tax,26481.92,26481.92,26481.92,26481.92,26481.92,26481.92,26481.92,26481.92,26481.92,26481.92,26481.92,26481.92,
2004,General Fund,Motor Fuel Tax,0322,Gas refunds,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2004,General Fund,Motor Fuel Tax,0331,Aero. Gas,85970.77,29765.10,215571.26,89368.72,83377.84,0.00,200988.50,67282.57,36867.55,74001.85,102059.91,72355.04,
2004,General Fund,Motor Fuel Tax,0332,Refunds,-1952.89,-6523.99,29453.27,-2490.41,-1615.31,-2717.31,-6809.28,0.00,-9844.36,-159.15,-9269.84,-2015.76,
2004,General Fund,Individual Income Tax,0401,Payments,1634090.07,1206977.97,3511382.70,5478933.94,3642397.49,9131953.80,1963221.10,3660788.16,13536626.00,117847027.40,6021580.88,9677129.53,
2004,General Fund,Individual Income Tax,0402,Withhold,84354099.32,25552783.29,67425928.03,85667138.73,88267615.06,79984212.88,96650998.94,92961979.53,72403234.79,82502202.73,85136060.80,120611465.69,
2004,General Fund,Individual Income Tax,0403,Estimate,3492203.63,2928560.04,42282021.10,4210252.56,4407276.12,31946047.50,50634578.38,1449109.87,2920457.93,27879924.32,2325962.21,36548197.96,
2004,General Fund,Individual Income Tax,0404,Fiduciary,-560849.88,112725.32,897286.42,298678.34,195653.68,460027.99,731170.43,-74213.91,1561592.26,5069661.28,123813.61,1271527.74,
2004,General Fund,Individual Income Tax,0408,Refunds,-5867003.22,-4084763.11,-1464735.50,-3594224.82,-3666270.39,-3011822.25,-2328226.29,-71664172.02,-60190652.44,-32903942.08,-29086403.05,-5363369.98,
2004,General Fund,Corporate Income Tax,0415,Payments,4433467.11,-212683.52,20930081.79,8514701.11,4114765.25,23360338.19,3654137.74,3280049.22,15434199.33,19519312.27,5760055.35,22867714.70,
2004,General Fund,Corporate Income Tax,0418,Refunds,-2588881.31,-1331611.46,-450468.79,-1993168.66,-6625277.73,-1551383.60,-879780.92,-1193218.29,-979429.54,-1833230.76,-188860.26,-424776.55,
2004,General Fund,Cigarette & Tobacco Tax,0511,Cig Tx,8337930.58,9528613.00,8968101.06,7034499.46,7236114.97,7875795.76,5739840.39,7044692.01,8057535.44,6983070.15,6491773.97,9327671.69,
2004,General Fund,Cigarette & Tobacco Tax,0512,Tob Tx,211473.87,-72327.93,354030.36,579025.74,154052.97,455132.48,391505.23,196366.06,400474.57,235370.99,487891.80,586011.69,
2004,General Fund,Sales & Use Tax,0621,Sales Tx,79811803.65,-5380567.47,83965173.31,77391692.19,69731541.88,64986294.83,83168732.49,53056661.95,53925420.24,64956186.92,62760951.70,157340542.05,
2004,General Fund,Sales & Use Tax,0623,Use Tax,6906649.78,6780683.10,6891438.55,6940054.31,5520893.78,5865275.43,6731606.63,4738078.70,5395841.84,5513497.65,4938051.95,7413245.03,
2004,General Fund,Sales & Use Tax,0625,Spec Tx Ref,27061.76,49035.24,9174.08,17235.11,52152.45,14233.32,14940.12,38822.55,32053.70,25528.69,8241.58,8705.35,
2004,General Fund,Sales & Use Tax,0631,Sale Abat,-197781.29,-88550.97,-52870.25,-512899.56,-307564.26,-54152.52,-220609.61,-226063.86,-47122.86,-91953.06,-189104.98,-77347.38,
2004,General Fund,Sales & Use Tax,0633,Use Abat,-39214.58,-14081.42,-9381.32,-15201.02,-14805.43,-83425.60,-35406.23,-9261.74,-19425.63,-49582.12,-18078.23,-29805.78,
2004,General Fund,Business & Special Industry Tax,0801,Rail Tx,-150000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5943.51,0.00,355469.35,0.00,
2004,General Fund,Business & Special Industry Tax,0822,Tele Prop ,-143687.83,0.00,0.00,0.00,0.00,0.00,0.00,0.01,18986.90,0.00,27903427.75,1048.24,
2004,General Fund,Business & Special Industry Tax,0901,Insur Prem ,1802723.91,104655.73,103881.00,6124617.37,3545530.72,803346.47,1372.32,1998087.81,14467612.14,8717514.36,11161726.35,21184376.16,
2004,General Fund,Business & Special Industry Tax,0903,Unauth Ins,21477.72,4113.80,2964.35,224577.79,85858.95,9201.49,8564.57,170938.36,347115.40,476891.63,136555.52,535205.56,
2004,General Fund,Business & Special Industry Tax,1903,Mahog Qua,0.00,0.00,5.00,0.00,0.00,0.00,-5.00,1902.77,4878.55,5342.10,5384.30,13012.09,
2004,General Fund,Business & Special Industry Tax,1913,Hospital tax,40180.00,38552.07,20557.72,20091.73,20409.43,20090.00,20090.00,20090.00,20090.00,20090.00,5067.15,20090.00,
2004,General Fund,Income & Sales Tax Transfers to Municipal Revenue Sharing,2702,Ind Inc Trans,-4235679.54,-1311530.46,-5745246.03,-4695099.72,-4735180.27,-6044031.42,-7530238.87,-1343008.07,0.00,-11761932.75,-3290571.74,-8299992.50,
